genero;pais;edad;hogar;estudios;empleo;conocermoocs;moocsrealizados;moocstrabajo;moocquierocontactos;moocquierocompartir;moocquieropersonas;moocquieroorganizaciones;moocquierootro;activo;potencialmdperiodicos;potencialmdtele;potencialmdradio;potencialmdredes;potencialmdinternet;perfilperiodicos;perfiltelevision;perfilradio;perfilredes;perfilinternet;potencialmooc;potencialeducformal;potencialeducfamiliar;edadeducaccion;valorainteligencia;valoraentusiasmo;valorainiciativas;valoradifusion;valoraconectar
Femenino;México;29;vivo solo;Doctorado;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;cerca de un cuarto de ellos;No;No;Sí;Sí;0;5;3;5;3;5;3;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;España;49;convivencia en pareja;Master;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;3;cerca de la mitad de ellos;No;No;Sí;No;0;5;2;3;1;4;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;3;5;5;0-10 años;1;1;1;1;1
Masculino;Puerto Rico;30;convivencia en pareja;Universitario;asalariado;Me encontré en una situación en la que se hablaba de los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;crear organizacion para el problema de la basura marina ;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;4;4;4
Femenino;Costa Rica;29;vivo con mis padres;Diplomado;asalariado;Me encontré en una situación en la que se hablaba de los MOOCs;3;todos ellos;No;Sí;Sí;Sí;0;5;5;5;4;5;5;Consumidor;Consumidor;Colaborador;Productor;Productor;5;5;5;10-20 años;5;5;5;4;4
Femenino;México;21;vivo con mis padres;Estudios medios;estudiante;El MOOC era parte de los cursos que realizaba;2;cerca de la mitad de ellos;No;No;Sí;No;0;5;3;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;1;1;1;1;1
Femenino;Chile;33;convivencia en pareja;Estudios superiores;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;No;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;3;5;5;5
Femenino;México;21;vivo con mis padres;Estudios medios;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Honduras;30;vivo con mis padres;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;1;todos ellos;Sí;Sí;Sí;Sí;0;5;4;3;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;1;5;5;1;5
Masculino;México;29;vivo solo;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;Diseñar una estrategia adecuada para mis sitios de trabajo;5;2;3;3;5;3;Colaborador;Colaborador;Colaborador;Productor;Productor;4;4;5;10-20 años;5;4;4;4;4
Masculino;Panamá;31;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;Sí;No;0;5;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;5;5;5;10-20 años;1;1;1;1;1
Femenino;Chile;28;convivencia en pareja;Estudios superiores;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;No;Ampliar mis conocimientos para poder dar soluciones reales a este gran problema de ma basura marinao ;5;3;5;4;5;5;Consumidor;Colaborador;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Femenino;España;37;vivo solo;Universitario;asalariado;Leí sobre MOOCs en revistas y publicaciones especializadas;4;cerca de un cuarto de ellos;No;No;No;No;ampliar conocimientos;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;4;5;5;10-20 años;3;3;5;5;4
Masculino;España;29;convivencia en pareja;Master;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;1;todos ellos;Sí;Sí;Sí;Sí;0;5;4;4;4;4;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;10-20 años;3;4;4;4;4
Masculino;España;58;convivencia en pareja;Doctorado;asalariado;Mi universidad los ofrece;0;todos ellos;No;Sí;No;No;0;5;3;5;5;5;5;Consumidor;Consumidor;Colaborador;Productor;Productor;2;3;4;10-20 años;3;3;4;4;4
Femenino;España;43;convivencia en pareja;Estudios superiores;asalariado;Navegaba por la red y por casualidad los encontré;1;ninguno de ellos;Sí;No;No;No;0;5;4;5;4;5;5;Productor;Productor;Productor;Consumidor;Consumidor;5;5;5;10-20 años;1;1;1;1;1
Masculino;España;55;convivencia en pareja;Estudios superiores;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Masculino;Brasil;47;convivencia en pareja;Master;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;5;cerca de la mitad de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;España;74;vivo solo;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;1;todos ellos;No;Sí;Sí;Sí;0;5;3;5;3;5;5;Consumidor;Colaborador;Consumidor;Productor;Productor;4;5;5;10-20 años;5;4;5;5;5
Masculino;Chile;28;convivencia con compañeros de piso;Master;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;4;5;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;5;4;4;4;5
Femenino;Brasil;38;convivencia en pareja;Doctorado;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;Sí;Sí;Sí;0;5;5;5;5;5;5;Productor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;Panamá;54;convivencia en pareja;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;Sí;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;1;1;1;1;1
Masculino;Brasil;34;convivencia en pareja;Estudios superiores;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;todos ellos;Sí;No;No;No;0;5;1;1;1;1;1;Productor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Brasil;52;Otro;Doctorado;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;Venezuela;41;convivencia en pareja;Master;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;ninguno de ellos;No;No;Sí;No;0;5;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;38;convivencia en pareja;Master;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;3;4;4;5;5;Consumidor;Consumidor;Colaborador;Colaborador;Consumidor;5;5;5;0-10 años;5;4;5;5;5
Masculino;España;24;vivo con mis padres;Master;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;3;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Masculino;Brasil;33;convivencia en pareja;Estudios superiores;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;No;No;No;0;5;5;5;5;5;4;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;10-20 años;4;3;4;5;5
Femenino;México;20;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Masculino;España;38;convivencia en pareja;Master;asalariado;Navegaba por la red y por casualidad los encontré;0;todos ellos;No;No;No;Sí;0;5;3;5;5;5;5;Consumidor;Consumidor;Productor;Productor;Consumidor;3;5;5;0-10 años;1;1;1;1;1
Femenino;Perú;21;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;3;5;2;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;4;3;4;5;5
Femenino;México;20;vivo con mis padres;Otro;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;No;No;0;5;4;4;4;5;5;Productor;Productor;Productor;Productor;Consumidor;4;5;5;0-10 años;5;5;5;5;5
Femenino;Perú;44;Otro;Master;asalariado;Me encontré en una situación en la que se hablaba de los MOOCs;0;ninguno de ellos;No;No;Sí;No;0;5;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;0-10 años;3;4;3;4;4
Femenino;México;26;vivo con mis padres;Universitario;estudiante;Otro;0;ninguno de ellos;Sí;No;No;Sí;0;5;4;3;4;2;5;Colaborador;Colaborador;Colaborador;Colaborador;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;El Salvador;49;convivencia en pareja;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;Sí;Sí;Sí;0;5;5;4;4;5;5;Colaborador;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;24;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;No;0;5;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;4;5;5;5
Femenino;Colombia;24;vivo con mis padres;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;No;Aprender de otras experiencias de resolución al problema de la basura;5;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;5;5;5;4
Femenino;Panamá;28;vivo con mis padres;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;3;todos ellos;No;No;No;Sí;0;5;3;5;3;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;4;4;4;5;5
Masculino;Perú;24;vivo con mis padres;Universitario;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;México;21;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;2;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;3;4;3;5;5;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;5;5;5;0-10 años;1;1;1;1;1
Femenino;Portugal;34;convivencia en pareja;Master;Otro;Alguien que conozco me recomendó probar los MOOCs;0;todos ellos;Sí;No;No;Sí;0;5;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;4;4;4;4
Femenino;Brasil ;22;convivencia con compañeros de piso;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;5;1;1;1;1;1;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;1;1;1;10-20 años;5;5;5;5;5
Femenino;Chile;32;vivo con mis padres;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;cerca de un cuarto de ellos;Sí;Sí;Sí;Sí;0;5;4;5;4;5;4;Productor;Productor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;4;5;5;5
Masculino;Perú;24;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;10;cerca de un cuarto de ellos;Sí;Sí;Sí;No;compartir experiencias;5;3;5;5;4;3;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;4;5;5;5;5
Masculino;México;21;vivo con mis padres;Universitario;estudiante;Mi universidad los ofrece;0;ninguno de ellos;No;No;Sí;No;0;5;2;2;2;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;España;62;convivencia en pareja;Master;Otro;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;6;todos ellos;Sí;No;Sí;Sí;0;5;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;4;4;4;4;5
Femenino;México;19;Otro;Estudios medios;estudiante;Mi universidad los ofrece;0;ninguno de ellos;No;No;No;Sí;0;5;4;5;4;5;5;Consumidor;Productor;Productor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;Perú;24;vivo con mis padres;Estudios medios;asalariado;El MOOC era parte de los cursos que realizaba;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Colaborador;Consumidor;Colaborador;Colaborador;Colaborador;5;5;5;0-10 años;1;1;1;1;1
Masculino;México;26;vivo con mis padres;Estudios medios;estudiante;Otro;0;ninguno de ellos;No;No;Sí;No;0;5;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;5;5;5;5
Femenino;México;25;vivo con mis padres;Universitario;asalariado;Otro;6;cerca de la mitad de ellos;Sí;No;No;No;0;5;4;5;5;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;20-30 años;5;5;5;5;5
Masculino;Argentina;37;Otro;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;4;5;3;4;3;Colaborador;Colaborador;Colaborador;Productor;Colaborador;4;5;5;10-20 años;4;4;4;4;5
Femenino;francia;37;Otro;Estudios superiores;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;Sí;No;No;0;5;3;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Femenino;Colombia;30;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;1;1;1;1;1
Femenino;Portugal ;27;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Leí sobre MOOCs en revistas y publicaciones especializadas;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;Paraguaye;21;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;No;comprender la importancia sobre la problematica de la basura marina, asi poder aplicarla en un  futuro;5;5;4;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;España;25;convivencia con compañeros de piso;Master;estudiante;Alguien que conozco me recomendó probar los MOOCs;5;todos ellos;Sí;Sí;Sí;No;0;5;4;4;4;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Productor;4;5;5;10-20 años;4;4;4;4;4
Masculino;Brasil;53;vivo solo;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;2;cerca de la mitad de ellos;No;Sí;No;No;0;5;5;5;5;5;5;Consumidor;Productor;Colaborador;Productor;Productor;5;5;5;10-20 años;4;4;4;4;4
Femenino;Chile;30;vivo solo;Universitario;asalariado;Otro;0;ninguno de ellos;Sí;No;Sí;Sí;0;5;4;5;5;5;2;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;4;4;4;5
Femenino;Venezuela;47;vivo con mis padres;Universitario;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;ninguno de ellos;Sí;No;Sí;No;0;5;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;20;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;3;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;10-20 años;4;4;4;4;4
Femenino;Chile;31;vivo solo;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Chile;33;vivo solo;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;3;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;México;53;convivencia en pareja;Universitario;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;ninguno de ellos;Sí;Sí;No;No;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;Colombia;21;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;Sí;No;No;0;5;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;1;1;10-20 años;5;5;5;5;5
Masculino;México;29;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;todos ellos;Sí;Sí;Sí;Sí;0;5;4;5;3;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;3;5;4;4
Masculino;Chile;24;Otro;Estudios medios;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;todos ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;3;5;5;5;5
Masculino;Brasil;45;convivencia en pareja;Universitario;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;10-20 años;4;4;5;5;5
Femenino;España;31;convivencia en pareja;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;5;4;5;5;4
Femenino;Perú;18;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;Sí;0;5;3;3;2;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;1;1;2;1;1
Femenino;Los países bajos;54;vivo solo;Universitario;asalariado;El MOOC era parte de los cursos que realizaba;6;todos ellos;No;No;Sí;Sí;0;5;3;4;4;4;4;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;4;4;4;4;4
Femenino;Uruguay;30;vivo solo;Master;Otro;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;3;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;26;Otro;Universitario;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;3;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;4;5;4;4
Masculino;Australia;49;convivencia en pareja;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;2;todos ellos;No;No;No;Sí;0;5;4;4;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;10-20 años;5;5;5;5;5
Femenino;España;35;convivencia en pareja;Master;autónomo;Alguien que conozco me recomendó probar los MOOCs;1;todos ellos;Sí;No;Sí;Sí;Descubrir nuevos recursos interesantes para tratar la temáticaa a nivel divulgativo;5;5;5;3;5;4;Consumidor;Consumidor;Productor;Productor;Consumidor;4;5;5;10-20 años;5;5;4;4;5
Masculino;Portugal;54;convivencia en pareja;Estudios superiores;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;Sí;No;No;0;5;5;5;5;5;5;Colaborador;Productor;Productor;Colaborador;Productor;5;5;5;0-10 años;4;5;4;4;4
Femenino;REINO UNIDO;47;Otro;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;Sí;0;5;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Colaborador;5;5;5;10-20 años;3;4;4;4;5
Masculino;Guatemala;44;convivencia en pareja;Master;autónomo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;5;todos ellos;No;No;No;Sí;0;5;3;2;4;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;3;3;4;5
Femenino;México;55;Otro;Master;militar;Otro;0;ninguno de ellos;No;Sí;No;No;0;5;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;New Zealand;55;convivencia en pareja;Diplomado;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;No;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;4;4;4;3
Masculino;Chile;31;convivencia con compañeros de piso;Universitario;desempleado pero no en búsqueda activa de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;2;cerca de un cuarto de ellos;Sí;Sí;Sí;Sí;0;5;3;4;4;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;4;4;4;4
Masculino;México;24;convivencia en pareja;Estudios medios;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;Sí;0;5;4;4;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;4;4;4;4;4
Femenino;México;42;convivencia en pareja;Master;militar;Otro;0;ninguno de ellos;No;No;No;Sí;0;5;3;3;2;3;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;21;vivo con mis padres;Estudios medios;estudiante;Mi universidad los ofrece;0;ninguno de ellos;No;Sí;Sí;No;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;5;4;5;5
Masculino;KENYA;24;Otro;Otro;Otro;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;3;5;5;4;5;Productor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;2;5;5;4
Femenino;México;20;vivo con mis padres;Estudios medios;estudiante;Mi universidad los ofrece;0;ninguno de ellos;No;No;Sí;Sí;0;5;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;1;1;1;1;1
Femenino;Brasil;20;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;1;1;1;1;1;Colaborador;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;30;convivencia con compañeros de piso;Universitario;autónomo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;10-20 años;5;5;5;5;5
Masculino;Chile;28;convivencia con compañeros de piso;Master;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;3;2;3;1;1;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;4;5;4;5;4
Masculino;Chile;24;vivo con mis padres;Estudios superiores;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Masculino;España;74;vivo solo;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;No;Sí;0;5;3;5;3;5;4;Consumidor;Colaborador;Consumidor;Productor;Productor;4;5;5;10-20 años;4;4;5;5;5
Femenino;Portugal;32;vivo solo;Master;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;No;Sí;No;0;5;5;5;5;5;5;Consumidor;Consumidor;Productor;Colaborador;Consumidor;5;5;5;Mayor de 30 años;5;5;5;5;5
Femenino;Brasil;26;vivo solo;Diplomado;estudiante;El MOOC era parte de los cursos que realizaba;0;cerca de un cuarto de ellos;No;Sí;Sí;Sí;0;5;5;4;1;5;5;Colaborador;Productor;Productor;Consumidor;Consumidor;5;5;5;0-10 años;4;4;5;5;5
Masculino;Costa Rica;26;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;Sí;No;No;0;5;4;5;3;5;4;Colaborador;Consumidor;Consumidor;Productor;Consumidor;5;5;5;10-20 años;5;4;5;5;4
Femenino;Chile;32;convivencia en pareja;Universitario;autónomo;Alguien que conozco me recomendó probar los MOOCs;2;todos ellos;Sí;Sí;Sí;Sí;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Masculino;España;40;convivencia en pareja;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;0-10 años;5;4;4;5;4
Femenino;Rusia;27;convivencia con compañeros de piso;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;cerca de la mitad de ellos;No;Sí;Sí;Sí;0;5;5;4;4;5;4;Consumidor;Consumidor;Consumidor;Productor;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Masculino;México;42;convivencia en pareja;Master;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;1;todos ellos;No;No;No;Sí;0;5;5;5;5;4;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;3;4;4;4;4
Femenino;Chile;38;vivo solo;Master;asalariado;Navegaba por la red y por casualidad los encontré;1;todos ellos;Sí;No;No;No;0;5;5;5;4;5;4;Productor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
